중공종,공정,세부공종,표준품셈 목차,규격,단위(표준품셈 기준),산근근거(작업조 1팀당 인원 및 장비구성),기능공1,기능공2,특별인부,보통인부,장비,투입 품,표준품셈,국토부 가이드라인,평균
펌프 및 공기설비공사,송풍기 및 환풍기,,4-2-1 송풍기 설치('15년 보완),양흡입,대,"032(2) 0.409032(2), 036(2⅓) 0.436036(2⅓), 040(2⅔) 0.471040(2⅔), 045(3) 0.515045(3), 050(3⅓) 0.565050(3⅓), 056(3⅔) 0.633056(3⅔), 063(4) 0.723063(4), 071(4⅔) 0.84071(4⅔), 080(5⅓) 0.991080(5⅓), 090(6) 1.183090(6), 100(6⅔) 1.399100(6⅔), 112(7½) 1.639112(7½), 125(8⅓) 1.807125(8⅓), 140(9⅓) 2.027140(9⅓), 160(10⅔) 2.653160(10⅔), 180(12) 3.014180(12) 기준",0,0,0,0,19.305,19.305,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-2 벽걸이 배기팬 설치('16, '21년 보완)",200㎜,개,기계설비공 0.3인 기준,0.3,0,0,0,0,0.3,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-2 벽걸이 배기팬 설치('16, '21년 보완)",300㎜,개,기계설비공 0.4인 기준,0.4,0,0,0,0,0.4,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-2 벽걸이 배기팬 설치('16, '21년 보완)",400㎜,개,기계설비공 0.5인 기준,0.5,0,0,0,0,0.5,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-2 벽걸이 배기팬 설치('16, '21년 보완)",600㎜,개,기계설비공 0.8인 기준,0.8,0,0,0,0,0.8,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,4-2-3 욕실배기팬 설치('21년 신설),Ø100㎜이하,개,"기계설비공 0.083인, 보통인부 0.042인 기준",0.083,0,0,0.042,0,0.125,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,4-2-3 욕실배기팬 설치('21년 신설),Ø200㎜이하,개,"기계설비공 0.111인, 보통인부 0.056인 기준",0.111,0,0,0.056,0,0.167,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-4 무덕트 유인팬 설치('01년 신설, '21년)","풍량 1,600㎥/h이하",대,"기계설비공 0.23인, 보통인부 0.17인 기준",0.23,0,0,0.17,0,0.4,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-4 무덕트 유인팬 설치('01년 신설, '21년)","풍량 2,400㎥/h이하",대,"기계설비공 0.246인, 보통인부 0.182인 기준",0.246,0,0,0.182,0,0.428,1,0,1
펌프 및 공기설비공사,송풍기 및 환풍기,,"4-2-5 레인지후드 설치('96년 신설, '16년 보완)",,개,"기계설비공 0.1420.119, 보통인부 0.0460.038 기준",0.142,0,0,0.046,0,0.188,1,0,1
밸브설비공사,밸브,,"5-1-1 일반밸브 및 콕류 설치('07, '13, '19년 보완)",,개,"ø15∼25 0.1210.278, 32∼50 0.1470.343, 65 0.1880.471, 80 0.230.616, 100 0.2610.788 기준",0,0,0,0,0.947,0.947,1,0,1
밸브설비공사,밸브,,"5-1-2 감압밸브장치 설치('04, '13, '19년 보완)",,조,"ø15 1.0475.477, 20 1.2976.224, 25 1.6317.220, 32 2.0498.465, 40 2.4669.710, 50 3.30111.815 기준",0,0,0,0,11.791,11.791,1,0,1
밸브설비공사,증기트랩,,"5-2-1 스팀트랩 장치 설치('14, '19년 보완)",,조,"배관공 2.2061.756, 보통인부 0.820.653 기준",2.206,0,0,0.82,0,3.026,1,0,1
밸브설비공사,플랙시블 이음 및 팽창이음,,"5-3-1 익스팬션조인트 설치('07, '19년 보완)",,개,"ø20∼25 0.1220.195, 32 0.1690.306, 40 0.2090.408, 50 0.2580.544, 65 0.330.762, 80 0.4010.995, 100 0.4941.325, 125 0.6091.766, 150 0.7232.232, 200 0.9483.231 기준",0,0,0,0,4.263,4.263,1,0,1
밸브설비공사,플랙시블 이음 및 팽창이음,,"5-3-2 플랙시블커넥터 설치('07년 신설, '13, '19년 보완)",,개,"ø15∼25 0.0250.034, 32∼50 0.0460.083, 65 0.0950.191, 80 0.1140.260, 100 0.1510.400, 125 0.1930.560, 150 0.2370.696, 200 0.3150.968, 250 0.3931.250, 300 0.4611.512 기준",0,0,0,0,2.03,2.03,1,0,1
밸브설비공사,수격방지기,,"5-4-1 수격방지기 설치('02년 신설, '19년 보완)",,개,"ø15∼ 0.0450.136, 2532 0.060.181, ∼50 0.0750.226, 6580 0.1050.316 기준",0,0,0,0,0.285,0.285,1,0,1
측정기기공사,유량계,직독식,"6-1-1 유량계(직독식) 설치('92, '11, '14, '19, '26년 보완)",보호통,개,"ø13~15 0.148ø13~15, 20~32 0.18820~32, 40~50 0.25340~50 기준",0,0,0,0,0.589,0.589,1,0,1
측정기기공사,유량계,직독식,"6-1-1 유량계(직독식) 설치('92, '11, '14, '19, '26년 보완)",유량계,개,"ø13~15 0.094ø13~15, 20~32 0.11320~32, 40~50 0.14340~50, 65~80 0.44665~80, 100~125 0.533100~125, 150~200 0.686150~200, 250~300 0.838250~300 기준",0,0,0,0,2.853,2.853,1,0,1
측정기기공사,유량계,원격식,"6-1-2 유량계(원격식) 설치('14, '19, '26년 보완)",,개,"배관공 0.1320.112, 보통인부 0.1320.112 기준",0.132,0,0,0.132,0,0.264,1,0,1
측정기기공사,유량계,,6-1-3 세대용 계량기함 설치('26년 신설),,개소,"배관공 0.086인, 보통인부 0.086인 기준",0.086,0,0,0.086,0,0.172,1,0,1
측정기기공사,적산열량계,,"6-2-1 세대용 적산열량계 설치('03, '04, '14, '26년 보완)",,개,"배관공 0.1420.122, 보통인부 0.1420.122 기준",0.142,0,0,0.142,0,0.284,1,0,1
측정기기공사,적산열량계,,"6-2-2 건물용 적산열량계 설치('14, '19, '26년 보완)",,개,"배관공 0.7270.569, 보통인부 0.7270.569 기준",0.727,0,0,0.727,0,1.454,1,0,1
측정기기공사,적산열량계,,"6-2-3 산업용 적산열량계 설치('19, '26년 보완)",,대,"플랜트배관공 0.950.85, 특별인부 0.950.85, 계장공 0.950.85 기준",0.95,0.95,0.95,0,0,2.85,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",F.V형 소변기 거치형,개,"위생공 0.747인, 보통인부 0.241인 기준",0.747,0,0,0.241,0,0.988,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",F.V형 소변기 벽걸이형,개,"위생공 0.784인, 보통인부 0.253인 기준",0.784,0,0,0.253,0,1.037,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 일체형 소변기 거치형,개,"위생공 0.796인, 보통인부 0.241인 기준",0.796,0,0,0.241,0,1.037,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 일체형 소변기 벽걸이형,개,"위생공 0.835인, 보통인부 0.253인 기준",0.835,0,0,0.253,0,1.088,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 노출형 소변기 거치형,개,"위생공 0.907인, 보통인부 0.241인 기준",0.907,0,0,0.241,0,1.148,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 노출형 소변기 벽걸이형,개,"위생공 0.952인, 보통인부 0.253인 기준",0.952,0,0,0.253,0,1.205,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 벽매립형 소변기 거치형,개,"위생공 0.934인, 보통인부 0.241인 기준",0.934,0,0,0.241,0,1.175,1,0,1
위생기구설비공사,위생기구류,,"7-1-1 소변기 설치('14, '22, '26년 보완)",전자감응기 벽매립형 소변기 벽걸이형,개,"위생공 0.98인, 보통인부 0.253인 기준",0.98,0,0,0.253,0,1.233,1,0,1
위생기구설비공사,위생기구류,,"7-1-2 대변기 설치('14, '26년 보완)",동양식대변기 (F.V형),개,"위생공 0.605인, 보통인부 0.174인 기준",0.605,0,0,0.174,0,0.779,1,0,1
위생기구설비공사,위생기구류,,"7-1-2 대변기 설치('14, '26년 보완)",서양식대변기 (탱크형),개,"위생공 0.694인, 보통인부 0.2인 기준",0.694,0,0,0.2,0,0.894,1,0,1
위생기구설비공사,위생기구류,,"7-1-2 대변기 설치('14, '26년 보완)",서양식대변기 (F.V형),개,"위생공 0.669인, 보통인부 0.193인 기준",0.669,0,0,0.193,0,0.862,1,0,1
위생기구설비공사,위생기구류,,"7-1-3 도기세면기 설치('14, '26년 보완)",,개,"위생공 0.275인, 보통인부 0.065인 기준",0.275,0,0,0.065,0,0.34,1,0,1
위생기구설비공사,위생기구류,일체형,"7-1-4 카운터형 세면기 설치(일체형)('14, '26년 보완)",,개,"위생공 0.24인, 보통인부 0.094인 기준",0.24,0,0,0.094,0,0.334,1,0,1
위생기구설비공사,위생기구류,분리형,7-1-5 카운터형 세면기 설치(분리형)('26년 보완),,개,"위생공 0.285인, 보통인부 0.112인 기준",0.285,0,0,0.112,0,0.397,1,0,1
위생기구설비공사,위생기구류,,"7-1-6 욕조 설치('14, '26년 보완)",,개,"위생공 0.634인, 보통인부 0.203인 기준",0.634,0,0,0.203,0,0.837,1,0,1
위생기구설비공사,위생기구류,,"7-1-7 청소용 수채 설치('14년 신설, '26년 보완)",,개,"위생공 0.25인, 보통인부 0.096인 기준",0.25,0,0,0.096,0,0.346,1,0,1
위생기구설비공사,수전,,"7-2-1 매립형 욕조수전 설치('14, '26년 보완)",,개,"위생공 1인, 보통인부 0.2인 기준",1,0,0,0.2,0,1.2,1,0,1
위생기구설비공사,수전,,"7-2-2 샤워수전 설치('14, '22, '26년 보완)",노출형,개,"위생공 0.09인, 보통인부 0.018인 기준",0.09,0,0,0.018,0,0.108,1,0,1
위생기구설비공사,수전,,"7-2-2 샤워수전 설치('14, '22, '26년 보완)",선반형,개,"위생공 0.093인, 보통인부 0.019인 기준",0.093,0,0,0.019,0,0.112,1,0,1
위생기구설비공사,수전,,"7-2-3 세면기수전 설치('14, '26년 보완)",,개,"위생공 0.139인, 보통인부 0.028인 기준",0.139,0,0,0.028,0,0.167,1,0,1
위생기구설비공사,수전,,"7-2-4 씽크수전 설치('14, '26년 보완)",,개,"위생공 0.164인, 보통인부 0.033인 기준",0.164,0,0,0.033,0,0.197,1,0,1
위생기구설비공사,수전,,"7-2-5 손빨래수전 설치('14, '26년 보완)",,개,"위생공 0.087인, 보통인부 0.017인 기준",0.087,0,0,0.017,0,0.104,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-1 욕실거울 설치('22, '26년 보완)",개당 면적 0.5㎡미만,개,"위생공 0.18인, 보통인부 0.028인 기준",0.18,0,0,0.028,0,0.208,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-1 욕실거울 설치('22, '26년 보완)",개당 면적 1.0㎡미만,개,"위생공 0.218인, 보통인부 0.034인 기준",0.218,0,0,0.034,0,0.252,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-1 욕실거울 설치('22, '26년 보완)",개당 면적 1.5㎡미만,개,"위생공 0.277인, 보통인부 0.044인 기준",0.277,0,0,0.044,0,0.321,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-2 욕실금구류 설치('07년 신설, '14, '22, '25, '26년 보완)",위생공,개,"수건 0.099인, 걸이 0.071인, 휴지걸이/페이퍼타올기 0.071인, 기타1 0.15인, 비누대?컵대옷걸이 0.071인, 기타1 0.071인, 손건조기 0.108인 기준",0.099,0.542,0,0,0,0.641,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-3 바닥배수구 설치('93년 신설, '07, '14, '26년 보완)",,개소,"배관공 0.1640.151, 보통인부 0.0550.051 기준",0.164,0,0,0.055,0,0.219,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-4 안전손잡이 설치(‘22년 신설, ‘26년 보완)",고정단 2개,개,"위생공 0.1인, 보통인부 0.011인 기준",0.1,0,0,0.011,0,0.111,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-4 안전손잡이 설치(‘22년 신설, ‘26년 보완)",고정단 3개,개,"위생공 0.11인, 보통인부 0.012인 기준",0.11,0,0,0.012,0,0.122,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-4 안전손잡이 설치(‘22년 신설, ‘26년 보완)",고정단 4개,개,"위생공 0.12인, 보통인부 0.013인 기준",0.12,0,0,0.013,0,0.133,1,0,1
위생기구설비공사,욕실 부착물,,"7-3-4 안전손잡이 설치(‘22년 신설, ‘26년 보완)",고정단 6개,개,"위생공 0.13인, 보통인부 0.014인 기준",0.13,0,0,0.014,0,0.144,1,0,1
위생기구설비공사,욕실 부착물,,7-3-5 벽부착형 거치대 설치(‘26년 신설),욕실접이식의자,개,"위생공 0.1인, 보통인부 0.011인 기준",0.1,0,0,0.011,0,0.111,1,0,1
위생기구설비공사,욕실 부착물,,7-3-5 벽부착형 거치대 설치(‘26년 신설),영유아용의자,개,"위생공 0.113인, 보통인부 0.013인 기준",0.113,0,0,0.013,0,0.126,1,0,1
위생기구설비공사,욕실 부착물,,7-3-5 벽부착형 거치대 설치(‘26년 신설),기저귀교환대,개,"위생공 0.12인, 보통인부 0.013인 기준",0.12,0,0,0.013,0,0.133,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",ø50,조,"배관공 0.093인, 용접공 0.093인 기준",0.093,0.093,0,0,0,0.186,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",65,조,"배관공 0.093인, 용접공 0.093인 기준",0.093,0.093,0,0,0,0.186,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",80,조,"배관공 0.109인, 용접공 0.109인 기준",0.109,0.109,0,0,0,0.218,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",100,조,"배관공 0.125인, 용접공 0.125인 기준",0.125,0.125,0,0,0,0.25,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",125,조,"배관공 0.125인, 용접공 0.125인 기준",0.125,0.125,0,0,0,0.25,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",150,조,"배관공 0.14인, 용접공 0.14인 기준",0.14,0.14,0,0,0,0.28,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",200,조,"배관공 0.156인, 용접공 0.156인 기준",0.156,0.156,0,0,0,0.312,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",250,조,"배관공 0.197인, 용접공 0.197인 기준",0.197,0.197,0,0,0,0.394,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",300,조,"배관공 0.239인, 용접공 0.239인 기준",0.239,0.239,0,0,0,0.478,1,0,1
기타공사,지지금구,,"9-1-1 입상관 방진가대 설치('93년 신설, '19년 보완)",350,조,"배관공 0.281인, 용접공 0.281인 기준",0.281,0.281,0,0,0,0.562,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",제품 설치 일반철재,ton,"철공 2.85인, 용접공 1.04인, 특별인부 0.78인, 보통인부 0.52인 기준",2.85,1.04,0.78,0.52,0,5.19,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",제품 설치 경량철재,ton,"철공 3.71인, 용접공 1.35인, 특별인부 1.01인, 보통인부 0.68인 기준",3.71,1.35,1.01,0.68,0,6.75,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",일반철재,ton,"철공 7.05인, 용접공 2.57인, 특별인부 1.92인, 보통인부 1.28인 기준",7.05,2.57,1.92,1.28,0,12.82,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",경량철재,ton,"철공 9.17인, 용접공 3.34인, 특별인부 2.5인, 보통인부 1.66인 기준",9.17,3.34,2.5,1.66,0,16.67,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",현장제작 설치 일반철재,ton,"철공 12.38인, 용접공 3.38인, 특별인부 4.5인, 보통인부 2.25인 기준",12.38,3.38,4.5,2.25,0,22.51,1,0,1
기타공사,지지금구,,"9-1-2 잡철물 제작 및 설치('07, '22년 보완)",현장제작 설치 경량철재,ton,"철공 16.09인, 용접공 4.39인, 특별인부 5.85인, 보통인부 2.93인 기준",16.09,4.39,5.85,2.93,0,29.26,1,0,1
기타공사,도장,,9-2-1 바탕만들기,Shot,㎡,"자재 1, 자재 0.215, 인력 0.0375, 인력 0.0125, 자재 80, 자재 0.0508, 인력 0.0329, 인력 0.036, 자재 0.03, 인력 0.1, 자재 0.05, 인력 0.05 기준",0,0,0,0,81.6147,81.6147,1,0,1
기타공사,도장,,9-2-1 바탕만들기,Blast,㎡,"자재 0.415, 자재 0.016 기준",0,0,0,0,0.431,0.431,1,0,1
기타공사,도장,,9-2-2 녹막이페인트 칠('15년 보완),ø50㎜ 이하,m,"도장공 0.01인, 보통인부 0.002인 기준",0.01,0,0,0.002,0,0.012,1,0,1
기타공사,도장,,9-2-2 녹막이페인트 칠('15년 보완),ø100㎜ 이하,m,"도장공 0.015인, 보통인부 0.003인 기준",0.015,0,0,0.003,0,0.018,1,0,1
기타공사,도장,,9-2-2 녹막이페인트 칠('15년 보완),ø200㎜ 이하,m,"도장공 0.024인, 보통인부 0.004인 기준",0.024,0,0,0.004,0,0.028,1,0,1
기타공사,도장,,9-2-2 녹막이페인트 칠('15년 보완),ø300㎜ 이하,m,"도장공 0.034인, 보통인부 0.006인 기준",0.034,0,0,0.006,0,0.04,1,0,1
기타공사,도장,,"9-2-3 유성페인트 칠('03, '15년 보완)",ø50㎜이하,m,"도장공 0.008인, 보통인부 0.001인 기준",0.008,0,0,0.001,0,0.009,1,0,1
기타공사,도장,,"9-2-3 유성페인트 칠('03, '15년 보완)",ø100㎜이하,m,"도장공 0.012인, 보통인부 0.002인 기준",0.012,0,0,0.002,0,0.014,1,0,1
기타공사,도장,,"9-2-3 유성페인트 칠('03, '15년 보완)",ø200㎜이하,m,"도장공 0.021인, 보통인부 0.004인 기준",0.021,0,0,0.004,0,0.025,1,0,1
기타공사,도장,,"9-2-3 유성페인트 칠('03, '15년 보완)",ø300㎜이하,m,"도장공 0.03인, 보통인부 0.005인 기준",0.03,0,0,0.005,0,0.035,1,0,1
기타공사,슬리브,,"9-3-1 슬리브 설치('13년 신설, '19년 보완)",,개소,"바닥 0.0890.077, 기타1 0.0470.041, 벽체 0.1240.104, 기타1 0.0720.047 기준",0,0,0,0,0.332,0.332,1,0,1
기타공사,슬리브,,"9-3-2 배관을 위한 구멍뚫기('14, '21년 보완)",콘크리트 두께 150mm 바닥,개소,"25mm 0.096인, 기타1 0.096인, 50mm 0.119인, 기타1 0.119인, 75mm 0.142인, 기타1 0.142인, 100mm 0.165인, 기타1 0.165인 기준",0.096,0.948,0,0,0,1.044,1,0,1
기타공사,슬리브,,"9-3-2 배관을 위한 구멍뚫기('14, '21년 보완)",콘크리트 두께 150mm 벽체,개소,"25mm 0.123인, 기타1 0.123인, 50mm 0.152인, 기타1 0.152인, 75mm 0.181인, 기타1 0.181인, 100mm 0.211인, 기타1 0.211인 기준",0.123,1.211,0,0,0,1.334,1,0,1
기타공사,슬리브,,"9-3-2 배관을 위한 구멍뚫기('14, '21년 보완)",콘크리트 두께 300mm 바닥,개소,"25mm 0.169인, 기타1 0.169인, 50mm 0.208인, 기타1 0.208인, 75mm 0.248인, 기타1 0.248인, 100mm 0.287인, 기타1 0.287인 기준",0.169,1.655,0,0,0,1.824,1,0,1
기타공사,슬리브,,"9-3-2 배관을 위한 구멍뚫기('14, '21년 보완)",콘크리트 두께 300mm 벽체,개소,"25mm 0.216인, 기타1 0.216인, 50mm 0.266인, 기타1 0.266인, 75mm 0.317인, 기타1 0.317인, 100mm 0.368인, 기타1 0.368인 기준",0.216,2.118,0,0,0,2.334,1,0,1
기타공사,배관관리 및 시험,,"9-4-1 기밀시험('15, '19년 보완)",,회,"배관공 0.190.14, 보통인부 0.190.14 기준",0.19,0,0,0.19,0,0.38,1,0,1
기타공사,배관관리 및 시험,,9-4-2 시험점화,단독주택집단아파트,호,"배관공 0.1인, 보통인부 0.1인 기준",0.1,0,0,0.1,0,0.2,1,0,1
기타공사,배관관리 및 시험,,9-4-2 시험점화,기타1,호,"배관공 0.05인, 보통인부 0.05인 기준",0.05,0,0,0.05,0,0.1,1,0,1
기타공사,시운전 및 조정,,9-5-1 시운전,적용,,"주기계실내기기 5000주기계, 기타1 6000실내기기, 기타2 15000실내기기, 기타3 16000실내기기, 기타4 30000실내기기 기준",0,0,0,0,72000,72000,1,0,1
기타공사,시운전 및 조정,,9-5-1 시운전,,,"주기계실내기기 1주기계, 기타1 1실내기기, 기타2 1실내기기 기준",0,0,0,0,3,3,1,0,1
기타공사,시운전 및 조정,,9-5-1 시운전,배관공,,"배관계통 0.026배관계통, 주기계실내기기 8주기계, 기타1 4실내기기, 기타2 12실내기기, 기타3 6실내기기, 기타4 16실내기기, 기타5 8실내기기, 각층기계실내기기 1.2각층기계, 팬코일유닛 0.08팬코일 기준",0,0,0,0,55.306,55.306,1,0,1
기타공사,시운전 및 조정,,9-5-1 시운전,덕트공,,"덕트계통(공조,환기 0.021덕트계통, 배연) 0.012(공조,환기 기준",0,0,0,0,0.033,0.033,1,0,1
소방설비공사,소화함,,"10-1-1 옥내소화전함 설치('07, '14년 보완)",,조,"옥내소화전함 0.3750.906, 기타1 0.3380.816 기준",0,0,0,0,0.713,0.713,1,0,1
소방설비공사,소화함,,10-1-2 소화용구 격납상자 설치,,조,소화용구격납상자 0.250.625 기준,0,0,0,0,0.25,0.25,1,0,1
소방설비공사,소방밸브,,10-2-1 알람밸브 설치,배 관 공(인),조,"알람밸브 1.23ø, 기타1 1.5165, 기타2 1.6680, 기타3 1.82100, 기타4 2.02125 기준",0,0,0,0,8.24,8.24,1,0,1
소방설비공사,소방밸브,,10-2-1 알람밸브 설치,보통인부(인),조,"알람밸브 0.19ø, 기타1 0.1965 기준",0,0,0,0,0.38,0.38,1,0,1
소방설비공사,소방밸브,,10-2-2 준비작동식밸브 설치,배 관 공(인),조,"준비작동식밸브 1.83ø, 기타1 2.0180, 기타2 2.19100, 기타3 2.44125 기준",0,0,0,0,8.47,8.47,1,0,1
소방설비공사,소방밸브,,10-2-2 준비작동식밸브 설치,보통인부(인),조,"준비작동식밸브 0.19ø, 기타1 0.1980 기준",0,0,0,0,0.38,0.38,1,0,1
소방설비공사,소방밸브,,10-2-3 드라이밸브 설치,배 관 공(인),조,"드라이밸브 2.11ø, 기타1 2.56100 기준",0,0,0,0,4.67,4.67,1,0,1
소방설비공사,소방밸브,,10-2-3 드라이밸브 설치,보통인부(인),조,드라이밸브 0.19ø 기준,0,0,0,0,0.19,0.19,1,0,1
소방설비공사,소방밸브,,10-2-4 관말시험밸브 설치,배 관 공,개,관말시험밸브 0.356관말시험밸브 기준,0,0,0,0,0.356,0.356,1,0,1
소방설비공사,소방밸브,,10-2-4 관말시험밸브 설치,보통인부,개,관말시험밸브 0.144관말시험밸브 기준,0,0,0,0,0.144,0.144,1,0,1
소방설비공사,옥외소화전,,10-3-1 지하식 설치,배 관 공(인),조,"지하식 0.5단구형, 기타1 0.6쌍구형 기준",0,0,0,0,1.1,1.1,1,0,1
소방설비공사,옥외소화전,,10-3-2 지상식 설치,배 관 공(인),조,"지상식 0.62단구형, 기타1 1.5쌍구형 기준",0,0,0,0,2.12,2.12,1,0,1
소방설비공사,송수구,,10-4-1 일반송수구 설치,배 관 공(인),조,"일반송수구 0.4단구형, 기타1 0.6쌍구형, 기타2 0.8단구스탠드형, 기타3 1.2쌍구스탠드형 기준",0,0,0,0,3,3,1,0,1
소방설비공사,송수구,,10-4-2 방수구 설치,배 관 공(인),조,"방수구 0.07840㎜, 기타1 0.11565㎜ 기준",0,0,0,0,0.193,0.193,1,0,1
소방설비공사,송수구,,10-4-3 연결송수구설치,배 관 공(인),대,연결송수구 0.62연결송수구 기준,0,0,0,0,0.62,0.62,1,0,1
소방설비공사,탱크,,10-5-1 압력공기탱크설치,배 관 공(인),개,압력공기탱크 1.782압력공기탱크 기준,0,0,0,0,1.782,1.782,1,0,1
소방설비공사,탱크,,10-5-1 압력공기탱크설치,보통인부(인),개,압력공기탱크 0.718압력공기탱크 기준,0,0,0,0,0.718,0.718,1,0,1
소방설비공사,탱크,,10-5-2 마중물탱크설치,배 관 공(인),대,마중물탱크 2.06100 기준,0,0,0,0,2.06,2.06,1,0,1
소방설비공사,소방용 유량계,,10-6-1 유량측정장치설치,배 관 공(인),조,유량측정장치 1.03유량측정장치 기준,0,0,0,0,1.03,1.03,1,0,1
소방설비공사,소화용 헤드,,10-7-1 스프링클러 헤드설치,배 관 공,개,스프링클러헤드 0.092인 기준,0.092,0,0,0,0,0.092,1,0,1
소방설비공사,소화용 헤드,,10-7-1 스프링클러 헤드설치,보통인부,개,스프링클러헤드 0.037인 기준,0.037,0,0,0,0,0.037,1,0,1
소방설비공사,소화용 헤드,,10-7-2 스프링클러 전기설비설치,배 관 공,,"펌프 2.58면, 기동 2.89면, 반 3.4면, 벨 0.21개 기준",0,0,0,0,9.08,9.08,1,0,1
소방설비공사,소화기,,10-8-1 소화약제 소화설비설치('14년 보완),배 관 공,,"기계설비 0.52인/개, 기타1 0.82〃, 기타2 0.82〃, 기타3 0.82〃, 기타4 1.03〃, 기타5 1.24〃, 기타6 2.06〃, 기타7 2.06〃, 기타8 2.06〃, 기계 0.21인/개, 설비 0.41〃, 기계 1.03인/조, 설 1.55〃, 비 2.06〃, 기계 0.42인/조, 설비 0.72〃, 기계설비 0.62인/조, 기계설비 0.41인/개, 기계설비 0.31인/개, 기계설비 0.1인/개, 전기 2.06인/면, 설비 3.09〃, 전기 0.41인/면, 설비 0.21〃, 전기설비 0.41인/개, 전기설비 0.31인/개, 전기설비 0.21인/개 기준",0.52,6.5,0,0,18.95,25.97,1,0,1
소방설비공사,소화기,,"10-8-2 자동식 소화기 설치('99년 신설, '14년 보완)",,개,"기계설비공 0.212인, 보통인부 0.117인 기준",0.212,0,0,0.117,0,0.329,1,0,1
소방설비공사,피난기구,,"10-9-1 완강기 설치('04년 신설, '09, '14년 보완)",,개,"기계설비공 0.094인, 보통인부 0.046인 기준",0.094,0,0,0.046,0,0.14,1,0,1
가스설비공사,강관,,11-1-1 용접접합('15년 보완),ø15,용접개소,"플랜트용접공 0.044인, 규격 100㎜, 플랜트용접공 0.159인 기준",0.044,0.159,0,0,100,100.203,1,0,1
가스설비공사,강관,,11-1-1 용접접합('15년 보완),20,용접개소,"플랜트용접공 0.049인, 규격 125㎜, 플랜트용접공 0.191인 기준",0.049,0.191,0,0,125,125.24,1,0,1
가스설비공사,강관,,11-1-1 용접접합('15년 보완),25,용접개소,"플랜트용접공 0.058인, 규격 150㎜, 플랜트용접공 0.223인 기준",0.058,0.223,0,0,150,150.281,1,0,1
가스설비공사,강관,,11-1-1 용접접합('15년 보완),32,용접개소,"플랜트용접공 0.069인, 규격 200㎜, 플랜트용접공 0.287인 기준",0.069,0.287,0,0,200,200.356,1,0,1
가스설비공사,강관,,11-1-1 용접접합('15년 보완),40,용접개소,"플랜트용접공 0.076인, 규격 250㎜, 플랜트용접공 0.351인 기준",0.076,0.351,0,0,250,250.427,1,0,1
